customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
12055,23054,David Moore,United States,60,Senior_Citizen,1,1,1,30,NEW,2013-07-14,2013-07-14,0,new customer,30,30,0.00%
12056,23055,Seth Diaz,United States,55,Mid_aged,1,3,3,70,NEW,2013-08-20,2013-08-20,0,new customer,23.33,70,0.00%
12057,23056,Alyssa Perry,United States,61,Senior_Citizen,1,3,3,599,NEW,2013-08-16,2013-08-16,0,new customer,199.67,599,0.00%
12058,23057,Caitlin Richardson,Canada,67,Senior_Citizen,2,4,4,6021,VIP,2013-12-22,2011-08-03,28,old customer,1505.25,6021,0.02%
12059,23058,Michelle Rivera,United States,67,Senior_Citizen,1,4,4,589,NEW,2013-07-31,2013-07-31,0,new customer,147.25,589,0.00%
12060,23059,Spencer Price,United States,67,Senior_Citizen,1,4,4,600,NEW,2013-08-10,2013-08-10,0,new customer,150,600,0.00%
12061,23060,Isabella Long,United States,69,Senior_Citizen,1,6,6,127,NEW,2013-05-31,2013-05-31,0,new customer,21.17,127,0.00%
12062,23061,Jeremiah Sanders,United States,63,Senior_Citizen,1,1,1,30,NEW,2013-03-10,2013-03-10,0,new customer,30,30,0.00%
12063,23062,Natalie Reed,United States,83,Senior_Citizen,1,4,4,120,NEW,2013-10-13,2013-10-13,0,new customer,30,120,0.00%
12064,23063,Jennifer Thompson,United States,84,Senior_Citizen,1,3,3,37,NEW,2013-12-16,2013-12-16,0,new customer,12.33,37,0.00%
12065,23064,Alexander Rodriguez,United States,84,Senior_Citizen,1,1,1,30,NEW,2013-04-11,2013-04-11,0,new customer,30,30,0.00%
12066,23065,Derek Nath,United States,84,Senior_Citizen,1,3,3,70,NEW,2013-06-24,2013-06-24,0,new customer,23.33,70,0.00%
12067,23066,Austin Lal,United States,73,Senior_Citizen,1,4,4,618,NEW,2013-05-03,2013-05-03,0,new customer,154.5,618,0.00%
12068,23067,Kelli Pal,United States,83,Senior_Citizen,1,3,3,85,NEW,2013-05-31,2013-05-31,0,new customer,28.33,85,0.00%
12069,23068,Ryan Shan,United States,81,Senior_Citizen,1,3,3,37,NEW,2013-11-11,2013-11-11,0,new customer,12.33,37,0.00%
12070,23069,Anna Gray,United States,80,Senior_Citizen,1,3,3,70,NEW,2013-02-14,2013-02-14,0,new customer,23.33,70,0.00%
12071,23070,Natalie Hall,Canada,80,Senior_Citizen,1,1,1,5,NEW,2013-02-03,2013-02-03,0,new customer,5,5,0.00%
12072,23071,Haley Gonzales,United States,75,Senior_Citizen,1,2,2,32,NEW,2013-06-08,2013-06-08,0,new customer,16,32,0.00%
12073,23072,Toni Srini,United States,81,Senior_Citizen,1,3,3,37,NEW,2013-04-21,2013-04-21,0,new customer,12.33,37,0.00%
12074,23073,Christian Griffin,United States,80,Senior_Citizen,1,1,1,540,NEW,2013-08-16,2013-08-16,0,new customer,540,540,0.00%
12075,23074,Megan Flores,Canada,80,Senior_Citizen,2,4,4,6021,VIP,2013-12-06,2011-08-18,28,old customer,1505.25,6021,0.02%
12076,23075,Rebekah Sandberg,United States,80,Senior_Citizen,1,3,3,563,NEW,2013-05-05,2013-05-05,0,new customer,187.67,563,0.00%
12077,23076,Adrian Brooks,United States,80,Senior_Citizen,1,1,1,30,NEW,2013-12-25,2013-12-25,0,new customer,30,30,0.00%
12078,23077,Marvin Hernandez,Australia,74,Senior_Citizen,1,2,2,7,NEW,2013-03-23,2013-03-23,0,new customer,3.5,7,0.00%
12079,23078,Julio Hernandez,Australia,68,Senior_Citizen,1,3,3,15,NEW,2013-07-07,2013-07-07,0,new customer,5,15,0.00%
12080,23079,Justine Ryan,Australia,73,Senior_Citizen,1,2,2,7,NEW,2013-07-07,2013-07-07,0,new customer,3.5,7,0.00%
12081,23080,Jocelyn Barnes,United States,43,Mid_aged,1,2,2,549,NEW,2013-05-16,2013-05-16,0,new customer,274.5,549,0.00%
12082,23081,Brandon Powell,United States,43,Mid_aged,1,4,4,609,NEW,2013-08-03,2013-08-03,0,new customer,152.25,609,0.00%
12083,23082,Jonathan Williams,United States,43,Mid_aged,1,2,2,604,NEW,2013-08-07,2013-08-07,0,new customer,302,604,0.00%
12084,23083,Samuel Smith,Canada,44,Mid_aged,1,5,5,50,NEW,2013-08-04,2013-08-04,0,new customer,10,50,0.00%
12085,23084,Christian Shan,Canada,43,Mid_aged,1,2,2,40,NEW,2013-06-19,2013-06-19,0,new customer,20,40,0.00%
12086,23085,Ross Subram,Australia,67,Senior_Citizen,1,2,2,7,NEW,2013-10-17,2013-10-17,0,new customer,3.5,7,0.00%
12087,23086,Tracy Lal,Australia,72,Senior_Citizen,1,2,2,13,NEW,2013-03-24,2013-03-24,0,new customer,6.5,13,0.00%
12088,23087,Clifford Martinez,Australia,72,Senior_Citizen,1,2,2,40,NEW,2013-08-28,2013-08-28,0,new customer,20,40,0.00%
12089,23088,Wesley Hu,United States,44,Mid_aged,1,2,2,32,NEW,2013-02-08,2013-02-08,0,new customer,16,32,0.00%
12090,23089,Lucas Walker,United States,43,Mid_aged,1,3,3,37,NEW,2013-03-11,2013-03-11,0,new customer,12.33,37,0.00%
12091,23090,Christopher Lee,United States,43,Mid_aged,1,3,3,37,NEW,2013-08-22,2013-08-22,0,new customer,12.33,37,0.00%
12092,23091,Richard Peterson,United States,44,Mid_aged,1,4,4,98,NEW,2013-11-24,2013-11-24,0,new customer,24.5,98,0.00%
12093,23092,Gabrielle Brooks,United States,43,Mid_aged,1,1,1,30,NEW,2013-06-25,2013-06-25,0,new customer,30,30,0.00%
12094,23093,Nathan Parker,United States,44,Mid_aged,1,3,3,70,NEW,2014-01-06,2014-01-06,0,new customer,23.33,70,0.00%
12095,23094,Carolyn Gill,Australia,71,Senior_Citizen,1,3,3,68,NEW,2013-04-27,2013-04-27,0,new customer,22.67,68,0.00%
12096,23095,Gerald Patel,Australia,70,Senior_Citizen,1,1,1,5,NEW,2013-06-18,2013-06-18,0,new customer,5,5,0.00%
12097,23096,Ashlee Chande,Australia,71,Senior_Citizen,1,2,2,7,NEW,2013-04-29,2013-04-29,0,new customer,3.5,7,0.00%
12098,23097,Tony Natsuhara,Australia,70,Senior_Citizen,2,5,5,2771,Regular,2013-07-30,2012-06-16,13,regular customer,554.2,2771,0.01%
12099,23098,Pedro Rubio,Australia,65,Senior_Citizen,2,4,4,2745,Regular,2013-07-26,2012-06-01,13,regular customer,686.25,2745,0.01%
12100,23099,Kristi Suarez,Australia,69,Senior_Citizen,2,2,2,2983,Regular,2013-07-14,2012-06-28,13,regular customer,1491.5,2983,0.01%
12101,23100,Christy Raje,Australia,69,Senior_Citizen,2,4,4,3006,Regular,2013-07-12,2012-06-26,13,regular customer,751.5,3006,0.01%
12102,23101,Barbara Lal,Australia,68,Senior_Citizen,2,6,6,2795,Regular,2013-07-18,2012-06-16,13,regular customer,465.83,2795,0.01%
12103,23102,Barbara Zeng,Australia,68,Senior_Citizen,2,3,3,2731,Regular,2013-07-15,2012-06-01,13,regular customer,910.33,2731,0.01%
12104,23103,Dwayne Moreno,Australia,51,Mid_aged,1,2,2,86,NEW,2013-05-17,2013-05-17,0,new customer,43,86,0.00%
12105,23104,Isabelle Long,Australia,62,Senior_Citizen,2,5,5,3490,Regular,2013-01-20,2012-06-27,7,regular customer,698,3490,0.01%
12106,23105,Karl Andersen,Australia,61,Senior_Citizen,2,4,4,3361,Regular,2013-01-01,2012-06-05,7,regular customer,840.25,3361,0.01%
12107,23106,Kathryn Yuan,Australia,61,Senior_Citizen,2,6,6,3956,Regular,2013-04-17,2012-06-15,10,regular customer,659.33,3956,0.01%
12108,23107,Michele Kumar,Australia,66,Senior_Citizen,2,4,4,3897,Regular,2013-04-17,2012-06-27,10,regular customer,974.25,3897,0.01%
12109,23108,Savannah Wright,United States,45,Mid_aged,1,2,2,32,NEW,2013-08-14,2013-08-14,0,new customer,16,32,0.00%
12110,23109,Lauren Hughes,United States,45,Mid_aged,1,3,3,37,NEW,2013-02-17,2013-02-17,0,new customer,12.33,37,0.00%
12111,23110,Mackenzie Gonzalez,United States,45,Mid_aged,1,1,1,540,NEW,2013-05-26,2013-05-26,0,new customer,540,540,0.00%
12112,23111,Sara Wright,United States,46,Mid_aged,1,3,3,554,NEW,2013-05-28,2013-05-28,0,new customer,184.67,554,0.00%
12113,23112,James Butler,United States,46,Mid_aged,1,2,2,561,NEW,2013-05-09,2013-05-09,0,new customer,280.5,561,0.00%
12114,23113,Elijah Powell,Canada,47,Mid_aged,2,3,3,5997,VIP,2013-12-03,2011-08-19,28,old customer,1999,5997,0.02%
12115,23114,Caroline Washington,Canada,47,Mid_aged,2,4,4,5996,VIP,2013-12-10,2011-08-10,28,old customer,1499,5996,0.02%
12116,23115,Stephanie Nicholls,United States,44,Mid_aged,1,2,2,35,NEW,2013-03-02,2013-03-02,0,new customer,17.5,35,0.00%
12117,23116,Jerome Vazquez,Australia,66,Senior_Citizen,2,3,3,3937,Regular,2013-04-26,2012-07-28,9,regular customer,1312.33,3937,0.01%
12118,23117,Bruce Sanz,Australia,60,Senior_Citizen,2,5,5,3932,Regular,2013-04-20,2012-07-15,9,regular customer,786.4,3932,0.01%
12119,23118,Monique Moreno,Australia,59,Mid_aged,2,5,5,3914,Regular,2013-05-26,2012-07-04,10,regular customer,782.8,3914,0.01%
12120,23119,Gilbert Zhao,Australia,64,Senior_Citizen,2,4,4,3946,Regular,2013-05-26,2012-07-29,10,regular customer,986.5,3946,0.01%
12121,23120,Javier Browning,Australia,63,Senior_Citizen,2,2,2,4144,Regular,2013-05-18,2012-07-03,10,regular customer,2072,4144,0.01%
12122,23121,Danny Ramos,Australia,64,Senior_Citizen,2,2,2,4144,Regular,2013-05-23,2012-07-03,10,regular customer,2072,4144,0.01%
12123,23122,Colleen Zhou,Australia,61,Senior_Citizen,1,2,2,14,NEW,2013-07-30,2013-07-30,0,new customer,7,14,0.00%
12124,23123,Zoe Kelly,Australia,61,Senior_Citizen,1,2,2,40,NEW,2013-11-03,2013-11-03,0,new customer,20,40,0.00%
12125,23124,Cameron Wang,United States,48,Mid_aged,1,1,1,30,NEW,2014-01-13,2014-01-13,0,new customer,30,30,0.00%
12126,23125,Madeline Scott,United States,47,Mid_aged,1,2,2,604,NEW,2013-08-01,2013-08-01,0,new customer,302,604,0.00%
12127,23126,Carolyn Van,United States,47,Mid_aged,1,4,4,45,NEW,2013-12-10,2013-12-10,0,new customer,11.25,45,0.00%
12128,23127,Haley Hughes,United States,46,Mid_aged,1,3,3,565,NEW,2013-05-11,2013-05-11,0,new customer,188.33,565,0.00%
12129,23128,Dylan Jai,Australia,56,Mid_aged,1,2,2,40,NEW,2013-06-27,2013-06-27,0,new customer,20,40,0.00%
12130,23129,Misty Ashe,Australia,61,Senior_Citizen,1,1,1,5,NEW,2013-05-06,2013-05-06,0,new customer,5,5,0.00%
12131,23130,Lauren Russell,United States,49,Mid_aged,1,2,2,32,NEW,2013-02-16,2013-02-16,0,new customer,16,32,0.00%
12132,23131,Caitlin Peterson,United States,64,Senior_Citizen,1,1,1,30,NEW,2013-10-01,2013-10-01,0,new customer,30,30,0.00%
12133,23132,Anthony Lee,United States,63,Senior_Citizen,1,4,4,160,NEW,2013-03-17,2013-03-17,0,new customer,40,160,0.00%
12134,23133,Alexis White,United States,63,Senior_Citizen,1,3,3,70,NEW,2013-08-31,2013-08-31,0,new customer,23.33,70,0.00%
12135,23134,Alyssa Robinson,Canada,64,Senior_Citizen,1,2,2,40,NEW,2013-11-09,2013-11-09,0,new customer,20,40,0.00%
12136,23135,Dylan Clark,United States,64,Senior_Citizen,1,3,3,554,NEW,2013-08-27,2013-08-27,0,new customer,184.67,554,0.00%
12137,23136,Stephanie Peterson,United States,64,Senior_Citizen,1,2,2,575,NEW,2013-09-06,2013-09-06,0,new customer,287.5,575,0.00%
12138,23137,Chloe Sanders,Canada,58,Mid_aged,2,3,3,5314,VIP,2013-03-24,2011-08-11,19,regular customer,1771.33,5314,0.02%
12139,23138,Angela Peterson,United States,63,Senior_Citizen,1,3,3,599,NEW,2013-09-22,2013-09-22,0,new customer,199.67,599,0.00%
12140,23139,Christian Yang,United States,65,Senior_Citizen,1,3,3,554,NEW,2013-06-06,2013-06-06,0,new customer,184.67,554,0.00%
12141,23140,Tyler Lee,United States,53,Mid_aged,1,2,2,39,NEW,2013-02-16,2013-02-16,0,new customer,19.5,39,0.00%
12142,23141,Katherine Long,United States,64,Senior_Citizen,1,2,2,604,NEW,2013-09-13,2013-09-13,0,new customer,302,604,0.00%
12143,23142,Cara Wu,United States,65,Senior_Citizen,1,3,3,557,NEW,2013-09-13,2013-09-13,0,new customer,185.67,557,0.00%
12144,23143,Jada Phillips,United States,49,Mid_aged,1,3,3,563,NEW,2013-06-12,2013-06-12,0,new customer,187.67,563,0.00%
12145,23144,Zachary Alexander,United States,49,Mid_aged,1,2,2,549,NEW,2013-06-05,2013-06-05,0,new customer,274.5,549,0.00%
12146,23145,Nichole Xie,United States,43,Mid_aged,1,2,2,575,NEW,2013-06-26,2013-06-26,0,new customer,287.5,575,0.00%
12147,23146,Sarah Clark,United States,48,Mid_aged,1,2,2,604,NEW,2013-09-23,2013-09-23,0,new customer,302,604,0.00%
12148,23147,Wyatt Smith,United States,45,Mid_aged,1,4,4,157,NEW,2013-11-14,2013-11-14,0,new customer,39.25,157,0.00%
12149,23148,Nathan Ross,United States,50,Mid_aged,1,1,1,540,NEW,2013-06-18,2013-06-18,0,new customer,540,540,0.00%
12150,23149,Brandi Rubio,United States,50,Mid_aged,1,2,2,32,NEW,2013-08-30,2013-08-30,0,new customer,16,32,0.00%
12151,23150,Gabriella Allen,United States,51,Mid_aged,1,4,4,49,NEW,2013-12-06,2013-12-06,0,new customer,12.25,49,0.00%
12152,23151,Michael Brown,United States,50,Mid_aged,1,4,4,608,NEW,2013-06-19,2013-06-19,0,new customer,152,608,0.00%
12153,23152,Michelle Howard,United States,51,Mid_aged,1,3,3,37,NEW,2013-11-06,2013-11-06,0,new customer,12.33,37,0.00%
12154,23153,Jenna Hill,United States,52,Mid_aged,1,2,2,35,NEW,2013-03-21,2013-03-21,0,new customer,17.5,35,0.00%
12155,23154,Connor Phillips,United States,46,Mid_aged,1,3,3,563,NEW,2013-06-14,2013-06-14,0,new customer,187.67,563,0.00%
12156,23155,Victoria Hall,United States,46,Mid_aged,1,4,4,609,NEW,2013-06-10,2013-06-10,0,new customer,152.25,609,0.00%
12157,23156,Samantha Barnes,United States,46,Mid_aged,1,5,5,617,NEW,2013-06-26,2013-06-26,0,new customer,123.4,617,0.00%
12158,23157,Valerie Gao,United States,50,Mid_aged,1,3,3,70,NEW,2013-08-15,2013-08-15,0,new customer,23.33,70,0.00%
12159,23158,Ana Patterson,United States,49,Mid_aged,1,3,3,599,NEW,2013-06-24,2013-06-24,0,new customer,199.67,599,0.00%
12160,23159,Dalton Phillips,United States,50,Mid_aged,1,4,4,563,NEW,2013-09-24,2013-09-24,0,new customer,140.75,563,0.00%
12161,23160,Aimee Huang,United States,44,Mid_aged,1,4,4,674,NEW,2013-09-17,2013-09-17,0,new customer,168.5,674,0.00%
12162,23161,Samuel Scott,United States,50,Mid_aged,1,2,2,575,NEW,2013-08-31,2013-08-31,0,new customer,287.5,575,0.00%
12163,23162,Sarah Flores,United States,49,Mid_aged,1,3,3,563,NEW,2013-09-13,2013-09-13,0,new customer,187.67,563,0.00%
12164,23163,Madison Ross,United States,49,Mid_aged,1,4,4,600,NEW,2013-09-17,2013-09-17,0,new customer,150,600,0.00%
12165,23164,Kyle Bryant,Canada,51,Mid_aged,2,4,4,4807,Regular,2013-02-12,2011-08-22,18,regular customer,1201.75,4807,0.02%
12166,23165,Natalie Mitchell,United States,46,Mid_aged,1,2,2,549,NEW,2013-06-13,2013-06-13,0,new customer,274.5,549,0.00%
12167,23166,Cody Ward,United States,47,Mid_aged,1,3,3,557,NEW,2013-06-18,2013-06-18,0,new customer,185.67,557,0.00%
12168,23167,Hailey Jenkins,United States,52,Mid_aged,1,1,1,540,NEW,2013-09-22,2013-09-22,0,new customer,540,540,0.00%
12169,23168,Mya Hayes,United States,53,Mid_aged,1,1,1,540,NEW,2013-09-02,2013-09-02,0,new customer,540,540,0.00%
12170,23169,Corey Andersen,United States,47,Mid_aged,1,4,4,685,NEW,2013-09-22,2013-09-22,0,new customer,171.25,685,0.00%
12171,23170,Aaron Jai,United States,52,Mid_aged,1,2,2,575,NEW,2013-09-03,2013-09-03,0,new customer,287.5,575,0.00%
12172,23171,Ethan Griffin,United States,48,Mid_aged,1,4,4,124,NEW,2013-05-07,2013-05-07,0,new customer,31,124,0.00%
12173,23172,Alexandra Thomas,Canada,45,Mid_aged,2,5,5,4809,Regular,2013-02-09,2011-08-03,18,regular customer,961.8,4809,0.02%
12174,23173,Nathan Rodriguez,United States,45,Mid_aged,1,4,4,589,NEW,2013-06-01,2013-06-01,0,new customer,147.25,589,0.00%
12175,23174,Gloria Gonzales,United States,51,Mid_aged,1,3,3,554,NEW,2013-09-03,2013-09-03,0,new customer,184.67,554,0.00%
12176,23175,Melanie Flores,United States,50,Mid_aged,1,3,3,570,NEW,2013-09-05,2013-09-05,0,new customer,190,570,0.00%
12177,23176,Jesse Ward,United States,54,Mid_aged,1,1,1,540,NEW,2013-06-29,2013-06-29,0,new customer,540,540,0.00%
12178,23177,Savannah Richardson,United States,48,Mid_aged,1,3,3,554,NEW,2013-06-11,2013-06-11,0,new customer,184.67,554,0.00%
12179,23178,Dalton Morris,United States,54,Mid_aged,1,1,1,540,NEW,2013-06-21,2013-06-21,0,new customer,540,540,0.00%
12180,23179,Jordan Phillips,United States,55,Mid_aged,1,1,1,540,NEW,2013-05-30,2013-05-30,0,new customer,540,540,0.00%
12181,23180,Olivia Cook,United States,55,Mid_aged,1,3,3,152,NEW,2013-06-29,2013-06-29,0,new customer,50.67,152,0.00%
12182,23181,Evan Evans,United States,49,Mid_aged,1,4,4,589,NEW,2013-07-19,2013-07-19,0,new customer,147.25,589,0.00%
12183,23182,Savannah Rivera,United States,49,Mid_aged,1,3,3,37,NEW,2014-01-09,2014-01-09,0,new customer,12.33,37,0.00%
12184,23183,Megan Davis,United States,54,Mid_aged,1,2,2,549,NEW,2013-07-04,2013-07-04,0,new customer,274.5,549,0.00%
12185,23184,Hailey Carter,United States,49,Mid_aged,1,4,4,45,NEW,2013-05-28,2013-05-28,0,new customer,11.25,45,0.00%
12186,23185,Fernando Edwards,United States,54,Mid_aged,1,5,5,639,NEW,2013-09-24,2013-09-24,0,new customer,127.8,639,0.00%
12187,23186,Jordan Young,United States,49,Mid_aged,1,2,2,549,NEW,2013-09-28,2013-09-28,0,new customer,274.5,549,0.00%
12188,23187,Andy Munoz,United States,51,Mid_aged,1,2,2,575,NEW,2013-09-18,2013-09-18,0,new customer,287.5,575,0.00%
12189,23188,Austin Jai,United States,46,Mid_aged,1,4,4,120,NEW,2013-02-26,2013-02-26,0,new customer,30,120,0.00%
12190,23189,Megan Moore,United States,52,Mid_aged,1,4,4,600,NEW,2013-09-01,2013-09-01,0,new customer,150,600,0.00%
12191,23190,Nathaniel Ramirez,United States,100,Senior_Citizen,1,2,2,15,NEW,2013-11-26,2013-11-26,0,new customer,7.5,15,0.00%
12192,23191,Gilbert Raji,United States,50,Mid_aged,1,2,2,35,NEW,2013-07-15,2013-07-15,0,new customer,17.5,35,0.00%
12193,23192,Emily Garcia,United States,56,Mid_aged,1,2,2,32,NEW,2013-09-05,2013-09-05,0,new customer,16,32,0.00%
12194,23193,Alexis Flores,United States,55,Mid_aged,1,2,2,32,NEW,2013-06-25,2013-06-25,0,new customer,16,32,0.00%
12195,23194,Shelby Cook,United States,50,Mid_aged,1,3,3,70,NEW,2013-11-05,2013-11-05,0,new customer,23.33,70,0.00%
12196,23195,Xavier Mohamed,United States,55,Mid_aged,1,5,5,639,NEW,2013-07-14,2013-07-14,0,new customer,127.8,639,0.00%
12197,23196,Carlos Roberts,Canada,44,Mid_aged,1,2,2,40,NEW,2013-06-06,2013-06-06,0,new customer,20,40,0.00%
12198,23197,Cole Cook,United States,44,Mid_aged,1,2,2,39,NEW,2013-07-30,2013-07-30,0,new customer,19.5,39,0.00%
12199,23198,Jacqueline Sanders,United States,55,Mid_aged,1,2,2,35,NEW,2013-04-01,2013-04-01,0,new customer,17.5,35,0.00%
12200,23199,Brandon Hayes,United States,44,Mid_aged,1,4,4,45,NEW,2013-07-16,2013-07-16,0,new customer,11.25,45,0.00%
12201,23200,Grace Rodriguez,United States,55,Mid_aged,1,4,4,92,NEW,2013-06-06,2013-06-06,0,new customer,23,92,0.00%
12202,23201,Alyssa Butler,United States,50,Mid_aged,1,1,1,30,NEW,2013-08-13,2013-08-13,0,new customer,30,30,0.00%
12203,23202,Terrance Chandra,United States,55,Mid_aged,1,2,2,32,NEW,2013-11-04,2013-11-04,0,new customer,16,32,0.00%
12204,23203,Dalton Jenkins,United States,56,Mid_aged,1,3,3,70,NEW,2013-10-24,2013-10-24,0,new customer,23.33,70,0.00%
12205,23204,Katherine Mitchell,United States,56,Mid_aged,1,4,4,563,NEW,2013-07-27,2013-07-27,0,new customer,140.75,563,0.00%
12206,23205,Katherine Sanders,United States,51,Mid_aged,1,3,3,70,NEW,2013-05-09,2013-05-09,0,new customer,23.33,70,0.00%
12207,23206,Jackson Lal,United States,46,Mid_aged,1,3,3,70,NEW,2013-08-04,2013-08-04,0,new customer,23.33,70,0.00%
12208,23207,Dalton Baker,United States,56,Mid_aged,1,1,1,30,NEW,2013-08-07,2013-08-07,0,new customer,30,30,0.00%
12209,23208,Janet Watson,Canada,91,Senior_Citizen,1,2,2,60,NEW,2013-08-01,2013-08-01,0,new customer,30,60,0.00%
12210,23209,Lucas Lewis,Canada,51,Mid_aged,2,3,3,4802,Regular,2013-02-12,2011-08-10,18,regular customer,1600.67,4802,0.02%
12211,23210,Timothy Gray,United States,57,Mid_aged,1,3,3,554,NEW,2013-10-22,2013-10-22,0,new customer,184.67,554,0.00%
12212,23211,Rebekah Kovâ”œÃ­r,United States,58,Mid_aged,1,3,3,584,NEW,2013-10-13,2013-10-13,0,new customer,194.67,584,0.00%
12213,23212,James Jones,United States,47,Mid_aged,1,1,1,30,NEW,2013-11-23,2013-11-23,0,new customer,30,30,0.00%
12214,23213,Noah Green,United States,53,Mid_aged,1,4,4,618,NEW,2013-10-22,2013-10-22,0,new customer,154.5,618,0.00%
12215,23214,Kaylee James,United States,52,Mid_aged,1,3,3,629,NEW,2013-10-19,2013-10-19,0,new customer,209.67,629,0.00%
12216,23215,Juan Richardson,United States,52,Mid_aged,1,4,4,50,NEW,2013-09-23,2013-09-23,0,new customer,12.5,50,0.00%
12217,23216,Kevin Hall,United States,58,Mid_aged,1,5,5,613,NEW,2013-07-28,2013-07-28,0,new customer,122.6,613,0.00%
12218,23217,Michelle Morgan,United States,58,Mid_aged,1,3,3,563,NEW,2013-07-03,2013-07-03,0,new customer,187.67,563,0.00%
12219,23218,Alisha Gao,Germany,43,Mid_aged,1,2,2,39,NEW,2013-12-15,2013-12-15,0,new customer,19.5,39,0.00%
12220,23219,Alyssa West,United Kingdom,47,Mid_aged,1,2,2,40,NEW,2013-04-24,2013-04-24,0,new customer,20,40,0.00%
12221,23220,Roy Malhotra,United Kingdom,48,Mid_aged,1,2,2,1174,Regular,2013-03-26,2013-03-26,0,new customer,587,1174,0.00%
12222,23221,Leonard Rai,Germany,43,Mid_aged,1,2,2,39,NEW,2013-07-13,2013-07-13,0,new customer,19.5,39,0.00%
12223,23222,Kristen Wu,France,42,Mid_aged,1,2,2,575,NEW,2013-09-29,2013-09-29,0,new customer,287.5,575,0.00%
12224,23223,Angel Howard,United Kingdom,42,Mid_aged,1,2,2,1155,Regular,2013-02-15,2013-02-15,0,new customer,577.5,1155,0.00%
12225,23224,Jonathan Scott,United Kingdom,48,Mid_aged,1,3,3,1183,Regular,2013-02-02,2013-02-02,0,new customer,394.33,1183,0.00%
12226,23225,Heidi Patel,United Kingdom,47,Mid_aged,1,4,4,1184,Regular,2013-02-08,2013-02-08,0,new customer,296,1184,0.00%
12227,23226,Leonard Xie,Germany,43,Mid_aged,1,4,4,589,NEW,2013-07-15,2013-07-15,0,new customer,147.25,589,0.00%
12228,23227,Anne Alonso,France,48,Mid_aged,1,5,5,598,NEW,2013-09-30,2013-09-30,0,new customer,119.6,598,0.00%
12229,23228,Candice Guo,Germany,49,Mid_aged,1,3,3,63,NEW,2013-03-31,2013-03-31,0,new customer,21,63,0.00%
12230,23229,Deborah Raje,Germany,44,Mid_aged,1,2,2,28,NEW,2013-10-08,2013-10-08,0,new customer,14,28,0.00%
12231,23230,Mya Foster,United Kingdom,50,Mid_aged,1,2,2,1155,Regular,2013-03-27,2013-03-27,0,new customer,577.5,1155,0.00%
12232,23231,Dylan Moore,France,50,Mid_aged,1,5,5,598,NEW,2013-10-09,2013-10-09,0,new customer,119.6,598,0.00%
12233,23232,Frank Serrano,United Kingdom,50,Mid_aged,1,1,1,1120,Regular,2013-04-06,2013-04-06,0,new customer,1120,1120,0.00%
12234,23233,Bradley Sharma,Germany,49,Mid_aged,1,5,5,640,NEW,2013-12-26,2013-12-26,0,new customer,128,640,0.00%
12235,23234,Brent Lu,Germany,49,Mid_aged,1,2,2,2478,Regular,2012-12-30,2012-12-30,0,new customer,1239,2478,0.01%
12236,23235,Cedric Pal,United Kingdom,50,Mid_aged,1,2,2,40,NEW,2013-02-04,2013-02-04,0,new customer,20,40,0.00%
12237,23236,Nichole Kumar,United Kingdom,50,Mid_aged,1,2,2,7,NEW,2013-08-28,2013-08-28,0,new customer,3.5,7,0.00%
12238,23237,Caleb Young,Germany,50,Mid_aged,1,3,3,69,NEW,2013-02-22,2013-02-22,0,new customer,23,69,0.00%
12239,23238,Thomas Lee,United States,45,Mid_aged,1,4,4,618,NEW,2013-07-08,2013-07-08,0,new customer,154.5,618,0.00%
12240,23239,Curtis Wu,United States,47,Mid_aged,1,1,1,540,NEW,2013-07-14,2013-07-14,0,new customer,540,540,0.00%
12241,23240,Phillip Chapman,United States,47,Mid_aged,1,3,3,70,NEW,2013-09-26,2013-09-26,0,new customer,23.33,70,0.00%
12242,23241,Armando Torres,United States,46,Mid_aged,1,3,3,70,NEW,2013-06-13,2013-06-13,0,new customer,23.33,70,0.00%
12243,23242,Andrew Garcia,United States,46,Mid_aged,1,3,3,554,NEW,2013-07-19,2013-07-19,0,new customer,184.67,554,0.00%
12244,23243,Jasmine Rogers,United States,90,Senior_Citizen,1,2,2,35,NEW,2014-01-04,2014-01-04,0,new customer,17.5,35,0.00%
12245,23244,Alexandra Wagner,Canada,55,Mid_aged,1,2,2,40,NEW,2013-05-13,2013-05-13,0,new customer,20,40,0.00%
12246,23245,Morgan James,Canada,49,Mid_aged,1,2,2,40,NEW,2013-06-22,2013-06-22,0,new customer,20,40,0.00%
12247,23246,Renee Gill,United States,54,Mid_aged,1,2,2,32,NEW,2013-08-16,2013-08-16,0,new customer,16,32,0.00%
12248,23247,Alexander Garcia,United States,55,Mid_aged,1,4,4,111,NEW,2013-11-11,2013-11-11,0,new customer,27.75,111,0.00%
12249,23248,Bailey Peterson,United States,68,Senior_Citizen,1,3,3,50,NEW,2013-09-18,2013-09-18,0,new customer,16.67,50,0.00%
12250,23249,Tasha Nara,United States,62,Senior_Citizen,1,3,3,50,NEW,2013-02-03,2013-02-03,0,new customer,16.67,50,0.00%
12251,23250,Ashley Lee,United States,68,Senior_Citizen,1,2,2,65,NEW,2013-09-24,2013-09-24,0,new customer,32.5,65,0.00%
